		MS_MS_Count_05fmolExp1	MS_MS_Count_05fmolExp2	MS_MS_Count_10fmolExp1	MS_MS_Count_10fmolExp2	MS_MS_Count_1fmolExp1	MS_MS_Count_1fmolExp2	MS_MS_Count_20fmolExp1	MS_MS_Count_20fmolExp2	MS_MS_Count_50fmolExp1	MS_MS_Count_50fmolExp2	MS_MS_Count_5fmolExp1	MS_MS_Count_5fmolExp2
1438	Q06323__PSME1	0	1	0	1	0	1	2	0	0	0	0	0
1439	Q06830__PRDX1	4	8	5	10	11	9	8	8	8	8	9	6
1440	Q07021__C1QBP	5	3	4	6	2	4	3	3	2	2	3	5
1441	Q07065__CKAP4	0	1	0	0	1	1	0	0	0	1	0	0
1442	Q07666__KHDRBS1	1	2	0	0	1	0	2	2	2	1	0	1
1443	Q07812_2__BAX	1	1	0	0	0	1	0	0	1	0	1	1
1444	Q07960__ARHGAP1	1	2	0	0	1	0	0	0	0	0	0	0
1445	Q08170__SRSF4	2	2	0	4	0	2	2	1	2	0	3	3
1446	Q08211__DHX9	7	7	11	13	9	7	12	10	14	13	14	7
1447	Q08380__LGALS3BP	0	1	0	0	0	0	0	0	0	0	0	1
1448	Q08752__PPID	0	0	0	1	0	0	0	1	0	0	2	0
1449	Q08945__SSRP1	3	4	2	2	2	2	2	3	1	1	2	3
1450	Q08J23__NSUN2	1	4	0	2	2	2	2	0	2	2	0	1
1451	Q09028__RBBP4	1	2	2	2	2	0	0	1	3	2	0	1
1452	Q09161__NCBP1	0	1	0	0	0	0	0	0	0	0	0	1
1453	Q0VDF9__HSPA14	0	0	0	0	1	0	0	1	0	0	0	0
1454	Q10567__AP1B1	2	1	0	0	0	0	0	0	0	0	1	1
1455	Q10570__CPSF1	0	0	0	0	0	1	0	0	0	0	0	0
1456	Q10713__PMPCA	0	0	0	0	1	2	0	1	1	1	0	1
1457	Q12788__TBL3	0	1	0	3	0	0	0	3	3	1	3	1
1458	Q12904_2__AIMP1	0	3	0	1	1	1	2	2	0	1	1	2
1459	Q12905__ILF2	0	1	3	1	5	2	1	4	1	3	2	2
1460	Q12906__ILF3	6	7	5	4	8	5	4	6	3	5	6	5
1461	Q12948__FOXC1	0	0	0	0	0	0	0	0	1	0	1	0
1462	Q12962__TAF10	0	0	0	0	0	0	0	0	0	0	1	0
1463	Q12972__PPP1R8	0	0	0	0	0	0	0	0	0	0	0	0
1464	Q12996__CSTF3	1	0	0	1	0	0	1	0	0	0	1	0
1465	Q13011__ECH1	1	1	1	2	0	2	0	0	0	0	2	1
1466	Q13112__CHAF1B	1	0	0	0	0	0	0	0	0	0	0	0
1467	Q13123__IK	2	0	0	2	0	0	1	0	1	0	1	0
1468	Q13148_2__TARDBP	2	0	3	4	2	2	2	2	2	1	3	1
1469	Q13151__HNRNPA0	3	5	2	2	5	6	3	8	3	2	4	3
1470	Q13155__AIMP2	0	1	2	1	0	0	1	1	1	1	1	2
1471	Q13162__PRDX4	4	6	2	4	5	5	4	3	5	1	3	5
1472	Q13177__PAK2	2	0	1	0	1	1	0	1	0	0	1	0
1473	Q13185__CBX3	5	6	1	5	1	3	6	1	3	2	6	5
1474	Q13243__SRSF5	1	0	0	0	0	0	0	0	0	0	1	1
1475	Q13247__SRSF6	0	1	1	0	0	0	0	1	0	0	0	0
1476	Q13263__TRIM28	9	9	7	8	8	11	7	8	5	11	6	11
1477	Q13283__G3BP1	2	3	1	3	5	4	4	3	5	2	2	3
1478	Q13347__EIF3I	3	2	1	0	3	1	0	2	2	2	2	1
1479	Q13404__UBE2V1_TMEM189	0	2	0	1	1	1	0	1	1	0	0	1
1480	Q13405__MRPL49	1	0	0	0	1	0	0	0	0	0	0	0
1481	Q13435__SF3B2	2	1	1	3	2	0	2	5	2	2	2	3
1482	Q13442__PDAP1	1	1	1	2	0	2	1	1	1	0	1	0
1483	Q13541__EIF4EBP1	1	0	0	0	0	1	1	0	0	1	1	1
1484	Q13542__EIF4EBP2	1	2	0	1	1	0	1	1	1	1	1	0
1485	Q13618__CUL3	0	0	0	0	1	0	0	0	0	0	0	0
1486	Q13642_4__FHL1	2	2	3	3	2	2	3	2	1	1	1	1
1487	Q13895__BYSL	1	1	0	0	1	2	1	1	0	1	0	2
1488	Q14008_3__CKAP5	5	3	1	4	4	3	3	3	4	2	6	4
1489	Q14019__COTL1	0	2	0	0	0	0	0	1	0	0	0	0
1490	Q14103__HNRNPD	10	6	4	6	7	5	6	8	6	7	6	9
1491	Q14126__DSG2	0	0	0	0	0	1	0	0	0	0	1	0
1492	Q14137__BOP1_KM_PA_2	1	0	0	0	0	0	0	0	0	0	0	1
1493	Q14152__EIF3A	4	4	3	1	3	1	2	1	3	2	3	7
1494	Q14160_3__SCRIB	1	0	0	1	0	0	1	0	1	0	0	0
1495	Q14166__TTLL12	3	1	0	2	1	1	0	0	0	2	1	2
1496	Q14195_2__DPYSL3	0	0	0	1	1	1	0	0	1	0	1	0
1497	Q14204__DYNC1H1	6	6	2	8	5	9	8	5	5	6	7	9
1498	Q14240_2__EIF4A2	0	1	0	0	0	0	1	0	1	1	0	1
1499	Q14247__CTTN	1	0	2	1	0	0	1	1	0	2	1	3
1500	Q14258__TRIM25	0	0	0	0	0	0	0	2	0	1	1	0
1501	Q14558_2__PRPSAP1	0	0	0	0	1	0	0	1	0	0	0	0
1502	Q14566__MCM6	3	1	2	1	1	1	2	2	1	2	1	2
1503	Q14683__SMC1A	2	0	0	1	2	3	2	2	2	3	3	1
1504	Q14684__RRP1B	1	0	0	0	0	0	0	0	0	0	0	0
1505	Q14690__PDCD11	1	1	0	1	1	1	0	1	1	2	1	1
1506	Q14694_2__USP10	1	0	0	1	0	0	0	0	0	0	0	0
1507	Q14696__MESDC2	0	0	0	0	0	1	0	0	0	0	1	0
1508	Q14697__GANAB	7	6	4	4	4	5	11	6	5	8	6	6
1509	Q14739__LBR	0	1	0	0	1	0	1	0	0	1	0	1
1510	Q14974__KPNB1	7	9	3	7	4	5	8	7	9	5	11	10
1511	Q14978_2__NOLC1	2	0	1	1	0	1	2	2	3	0	2	0
1512	Q14978_3__	0	1	0	0	0	0	1	0	0	0	0	0
1513	Q14980__NUMA1	1	4	0	0	2	1	1	1	1	0	3	1
1514	Q15008__PSMD6	2	0	1	0	0	0	1	0	0	1	0	2
1515	Q15019_2__9_2_2013	1	3	2	0	2	2	2	0	2	1	1	3
1516	Q15029__EFTUD2	6	3	4	4	6	2	3	3	4	4	3	3
1517	Q15046__KARS	6	0	1	3	1	2	5	3	2	1	2	3
1518	Q15056__EIF4H	3	2	1	5	2	5	4	2	4	2	2	1
1519	Q15102__PAFAH1B3	2	0	0	1	0	2	2	1	1	2	1	1
1520	Q15149__PLEC	0	0	0	0	3	0	0	0	0	0	0	0
1521	Q15181__PPA1	5	7	6	7	4	5	2	7	7	3	9	8
1522	Q15233__NONO	8	3	3	7	4	4	3	2	4	1	9	6
1523	Q15269__PWP2	1	0	0	0	0	0	0	0	0	0	0	0
1524	Q15291__RBBP5	0	0	0	0	0	0	1	1	0	0	0	0
1525	Q15293__RCN1	0	0	0	0	0	1	0	0	0	0	2	0
1526	Q15345__LRRC41	0	0	0	1	0	0	0	0	0	0	1	0
1527	Q15365__PCBP1	5	5	5	6	4	2	6	4	6	5	5	6
1528	Q15366_5__PCBP2	4	3	3	3	1	1	3	1	2	3	4	3
1529	Q15388__TOMM20	0	0	0	0	1	0	0	0	0	0	0	0
1530	Q15393__SF3B3	3	6	4	1	6	6	4	6	0	4	2	5
1531	Q15404__RSU1	1	1	0	0	0	0	0	0	0	0	0	0
1532	Q15417__CNN3	3	2	0	4	1	0	2	1	3	1	0	1
1533	Q15427__SF3B4	0	1	1	1	0	0	0	0	1	1	0	0
1534	Q15428__SF3A2	1	3	0	1	0	5	0	5	4	3	2	2
1535	Q15437__SEC23B	0	0	0	1	0	0	0	0	1	0	0	0
1536	Q15459__SF3A1	1	2	3	2	1	3	2	1	0	3	1	1
1537	Q15542__TAF5	0	0	0	0	0	0	0	0	0	1	0	0
1538	Q15637_5__SF1	1	1	0	1	1	2	1	0	2	3	1	1
1539	Q15645__TRIP13	0	0	0	0	0	1	1	0	0	0	1	1
1540	Q15648__MED1	0	1	0	1	1	1	1	0	1	1	1	1
1541	Q15654__TRIP6	0	0	0	0	0	0	0	0	0	0	0	1
1542	Q15691__MAPRE1	3	2	2	2	2	2	5	3	2	2	3	1
1543	B4DVB8__ELAVL1	1	0	2	1	1	2	4	1	1	2	5	3
1544	Q15758__SLC1A5	3	0	0	2	2	1	3	1	2	2	1	1
1545	Q15785__TOMM34	1	4	0	1	0	1	0	1	0	2	3	0
1546	Q15813__TBCE	0	0	1	2	1	0	3	2	0	1	1	0
1547	Q15819__UBE2V2	0	0	0	0	0	0	0	0	0	0	1	0
1548	Q15836__VAMP3_VAMP2	0	2	0	1	0	1	1	0	1	0	1	0
1549	Q15843__NEDD8_NEDD8_MDP1	1	0	0	3	1	2	0	2	0	1	0	1
1550	Q16186__ADRM1	0	1	0	0	0	1	1	0	1	0	1	0
1551	Q16204__CCDC6	0	1	0	0	0	0	0	0	0	0	0	0
1552	Q16222__UAP1	1	0	0	1	1	0	0	1	0	0	0	0
1553	Q16352__INA	0	1	0	0	1	0	1	1	0	0	0	0
1554	Q16513__PKN2	0	1	0	1	1	0	1	1	0	3	1	2
1555	Q16531__DDB1	7	6	3	6	6	6	6	7	8	7	2	5
1556	Q16543__CDC37	1	3	2	2	2	1	3	4	2	3	4	1
1557	Q16555__DPYSL2	0	1	0	2	2	1	0	1	0	0	0	1
1558	Q16576__RBBP7	5	2	2	5	2	3	3	4	1	5	3	4
1559	Q6FI13__HIST2H2AA3_HIST2H2AC	4	4	4	5	5	3	5	3	3	3	4	2
1560	Q16850__CYP51A1	1	0	0	1	1	1	1	2	1	0	2	2
1561	Q1KMD3__HNRNPUL2_hCG_2044799	0	0	0	0	0	0	3	1	1	1	0	0
1562	Q29RF7__PDS5A	0	0	1	0	0	1	0	0	0	0	0	1
1563	Q2NL82__TSR1	0	1	0	1	0	1	0	0	1	0	1	0
1564	Q2T9J0__TYSND1	1	0	0	0	0	0	0	1	0	0	1	0
1565	Q2TAL8__QRICH1	0	0	0	0	1	1	1	0	0	0	0	0
1566	Q2TAY7__SMU1	0	1	0	0	0	0	1	1	1	1	2	0
1567	Q3KQU3__MAP7D1	0	1	0	0	0	0	1	0	0	0	0	1
1568	Q3ZCM7__TUBB8_RP11_631M21.2	3	1	1	3	2	1	3	2	2	3	2	2
1569	Q49AM7__KLK12	0	0	0	0	0	0	0	0	0	0	0	0
1570	Q4G148__GXYLT1	0	1	0	0	0	0	1	0	0	0	0	1
1571	Q52LJ0_2__FAM98B	0	0	1	1	0	0	1	0	0	0	0	0
1572	Q53EL6__PDCD4	2	2	0	1	0	1	0	0	1	1	0	0
1573	Q53GQ0__HSD17B12	0	1	2	0	1	2	0	1	2	1	0	1
1574	Q562R1__ACTBL2	0	0	0	0	1	0	0	0	0	0	1	0
1575	Q58FF8__HSP90AB2P	2	2	1	3	3	2	2	2	3	3	1	2
1576	Q5BKZ1__ZNF326	0	0	1	1	0	1	0	0	0	0	1	1
1577	Q5HYI8__RABL3	0	0	0	0	0	0	0	0	0	0	0	0
1578	Q9BVM2__DPCD_RP11_529I10.4	0	0	0	0	1	0	1	0	0	1	1	0
1579	Q5JTH9__RRP12	0	0	0	0	0	0	2	1	0	0	0	0
1580	Q5JTJ3_2__C1orf31	1	0	0	1	0	0	1	0	0	0	1	0
1581	Q5JTZ9__AARS2	0	0	0	0	1	1	0	0	0	0	3	0
1582	Q5JVF3_4__PCID2	0	0	0	1	0	0	0	0	1	1	0	0
1583	Q9BZJ0__CRNKL1	1	1	0	0	0	0	0	0	0	0	0	0
1584	Q5LJA9__UCHL5	1	1	0	1	0	0	0	1	1	0	1	1
1585	Q9UKM9__RALY	0	1	0	1	1	0	0	1	1	0	0	1
1586	Q5RKV6__EXOSC6	0	0	0	0	0	0	1	0	0	0	0	0
1587	Q5SRE5__NUP188	1	1	0	1	1	3	1	1	2	1	1	1
1588	Q9Y676__MRPS18B	0	0	0	0	0	0	0	0	0	0	0	0
1589	Q5SVZ6__ZMYM1	0	0	0	0	0	0	0	0	0	0	0	0
1590	Q5T1J5__CHCHD2P9_CHCHD2	0	1	2	0	0	1	2	1	1	1	0	1
1591	Q9H583__HEATR1	0	2	0	1	0	0	2	1	1	0	0	1
1592	Q5T4S7_2__UBR4	1	0	0	0	0	0	0	1	0	1	0	1
1593	Q5T655__CCDC147_RP11_554P13.1	0	0	0	0	1	0	0	0	1	1	0	0
1594	Q8NI60__ADCK3_CABC1	1	0	0	1	0	0	0	0	0	0	0	0
1595	Q5T8P6_2__RBM26	0	1	0	1	1	2	0	1	0	2	0	0
1596	Q86YB8__ERO1LB	1	0	0	0	0	0	0	0	0	0	0	0
1597	Q9BTT0__ANP32E	4	1	2	4	2	2	1	2	4	2	2	0
1598	Q9NR45__NANS	0	0	0	1	1	0	0	0	0	0	0	0
1599	Q5TDF0__C1orf57_NTPCR	0	1	0	2	1	3	0	2	1	0	0	1
1600	Q5TDH0_3__DDI2	0	0	0	0	1	2	0	0	0	0	1	0
1601	Q5TFE4__NT5DC1	2	2	0	1	2	2	0	2	3	0	2	2
1602	Q5VTL8__PRPF38B	0	0	0	0	0	0	0	0	0	1	0	0
1603	Q5VWJ9__SNX30	0	0	0	0	0	0	0	0	0	0	0	0
1604	Q5VYK3__ECM29	0	1	0	1	0	1	2	1	2	0	5	1
1605	Q9NP72_2__RAB18	0	0	0	0	0	0	0	0	0	0	0	0
1606	Q68E01__INTS3	0	0	0	0	1	0	0	0	0	0	0	0
1607	Q69YN2__CWF19L1	0	0	0	0	0	0	1	1	0	1	2	0
1608	Q99426__TBCB_CKAP1	2	0	0	1	0	2	0	0	3	1	0	1
1609	Q6GMV3__PTRHD1	0	0	0	0	0	0	1	0	0	0	1	0
1610	Q6KB66_3__	0	0	0	0	0	0	0	1	1	0	0	0
1611	Q6KC79__NIPBL	0	0	0	1	0	0	1	0	0	0	0	1
1612	Q96J01__THOC3	0	0	0	0	0	0	0	0	0	1	1	0
1613	Q6P1J9__CDC73	0	1	0	2	1	1	1	1	2	2	2	0
1614	Q6P1L8__MRPL14	0	0	0	1	0	0	0	0	0	0	0	0
1615	Q6P2E9__EDC4	0	1	0	0	1	1	0	0	1	0	1	1
1616	Q6P2Q9__PRPF8	2	4	0	5	3	2	3	1	1	2	4	2
1617	Q6P587_3__FAHD1	1	0	0	0	0	0	0	0	0	0	0	0
1618	Q6PI48__DARS2	1	0	0	0	1	0	1	0	0	0	0	0
1619	Q6PKG0__LARP1	0	1	0	0	1	1	1	0	0	1	1	1
1620	Q6RW13__AGTRAP	0	0	0	1	0	0	1	1	1	0	1	0
1621	Q6UB35__MTHFD1L	1	0	0	1	0	0	2	1	1	0	2	0
1622	Q6UN15__FIP1L1	1	0	0	0	0	0	0	1	1	1	1	1
1623	Q6YN16__HSDL2	0	0	0	0	0	0	1	1	1	0	0	0
1624	Q70EL4_2__	1	0	0	0	1	1	0	1	1	1	0	0
1625	Q71DI3__HIST2H3A	0	0	0	0	0	0	0	0	0	0	0	0
1626	Q7KZ85__SUPT6H	1	2	0	0	0	2	0	1	0	0	1	0
1627	Q7KZF4__SND1	5	7	3	5	6	6	6	7	5	4	6	6
1628	Q7L014__DDX46	2	0	1	4	2	2	1	0	1	1	1	2
1629	Q7L2H7__EIF3M	0	0	0	0	0	1	0	1	2	1	0	0
1630	Q7L576__CYFIP1	1	0	0	1	0	0	0	0	0	1	0	0
1631	Q7L9L4_2__MOB1B_MOB1A	0	0	0	0	0	0	0	0	0	0	0	0
1632	Q7RTV0__PHF5A	1	0	0	1	0	0	0	1	0	1	0	0
1633	Q7Z2T5__TRMT1L	0	0	0	1	0	0	0	1	0	0	0	0
1634	Q7Z3T8__ZFYVE16	0	0	0	0	0	1	0	0	0	0	0	0
1635	Q7Z478__DHX29	0	0	0	0	0	0	0	0	0	0	0	0
1636	Q7Z4H3__HDDC2	1	1	1	1	1	1	0	1	1	2	0	1
1637	Q7Z4H8__KDELC2	0	1	0	0	0	0	0	1	1	0	0	0
1638	Q7Z5K2_3__WAPAL	0	0	0	1	0	0	0	1	1	0	1	0
1639	Q7Z6Z7__HUWE1	2	2	1	0	2	3	1	3	0	3	1	2
1640	Q7Z7H8_2__MRPL10	0	0	0	0	0	0	0	0	1	1	1	0
1641	Q7Z7K6__CENPV	2	0	0	1	1	1	0	0	0	1	1	0
1642	Q86SX6__GLRX5	0	0	0	0	0	0	1	0	0	0	0	1
1643	Q86TG7__PEG10	0	0	0	0	0	0	0	0	0	0	0	0
1644	Q86U42__PABPN1	0	0	0	0	0	0	0	0	0	1	0	0
1645	Q86UP2__KTN1	0	0	0	2	0	1	0	0	0	0	0	0
1646	Q8NBS9__TXNDC5	1	2	1	1	1	2	2	2	1	1	2	0
1647	Q86VP6__CAND1	4	6	4	9	10	4	6	9	5	8	10	11
1648	Q86VU5__COMTD1	0	1	0	0	0	1	0	2	0	0	0	0
1649	Q86W42__THOC6	0	0	0	0	0	1	0	0	0	1	0	0
1650	Q86X55__CARM1	1	1	0	0	1	2	0	0	0	0	1	0
1651	Q86XP3__DDX42	1	0	0	1	0	1	0	2	1	0	0	0
1652	Q86Y56__HEATR2	0	0	0	1	0	1	1	0	0	0	0	0
1653	Q86YM7__HOMER1	0	0	0	0	0	1	0	0	0	0	0	0
1654	Q8IUI8__CRLF3	0	0	0	1	0	0	0	0	0	0	0	0
1655	Q8IWA0__WDR75	0	0	0	0	0	0	1	1	0	1	0	0
1656	Q8IXH7__TH1L	0	0	0	0	0	0	0	0	1	0	1	0
1657	Q8IY81__FTSJ3	0	0	0	1	0	0	1	0	1	0	0	0
1658	Q8IYB8__SUPV3L1	0	1	0	0	0	0	1	0	1	0	0	1
1659	Q8IYU8__EFHA1	0	0	0	0	0	1	1	0	0	0	0	0
1660	Q8IZQ1__WDFY3	0	0	0	0	0	0	0	1	0	0	0	0
1661	Q8N163__KIAA1967	2	0	0	2	0	1	3	1	2	0	3	1
1662	Q8N183__NDUFAF2	1	0	0	1	0	0	1	0	0	0	1	1
1663	Q8N1G4__LRRC47	3	3	0	2	0	0	1	1	3	3	2	2
1664	Q8N257__HIST3H2BB	0	0	1	0	0	1	0	0	0	0	0	0
1665	Q8N5M9__JAGN1	0	0	0	0	0	0	0	0	0	0	0	0
1666	Q8N8S7__ENAH	0	0	0	0	0	0	0	0	0	1	0	2
1667	Q8NBJ5__GLT25D1	0	1	0	0	1	1	1	1	1	0	0	1
1668	Q8NC51__SERBP1	4	6	5	9	13	8	10	11	7	9	9	4
1669	Q8NCW5__APOA1BP	1	0	0	1	3	1	1	0	1	0	1	1
1670	Q8NDC0__MAPK1IP1L	0	0	0	0	0	1	0	0	0	0	2	0
1671	Q8NEJ9__NGDN	0	0	0	0	0	0	0	0	1	1	0	0
1672	Q8NEV4__MYO3A	1	0	0	1	0	0	0	0	0	0	0	1
1673	Q8NF37__LPCAT1	0	1	0	0	2	1	0	0	1	1	0	1
1674	Q8NFH3__NUP43	0	1	0	1	1	1	1	1	0	1	1	1
1675	Q8NFH4__NUP37	0	0	0	0	0	0	0	0	0	0	0	0
1676	Q8NFT6__DBF4B	0	0	0	0	0	0	0	0	0	0	1	1
1677	Q8NI27__THOC2	2	1	0	2	3	1	1	2	2	2	3	1
1678	Q8NI36__WDR36	1	1	0	0	0	1	0	0	1	0	1	1
1679	Q8TBQ9__TMEM167A	0	0	0	0	0	0	1	0	0	0	0	1
1680	Q8TDN6__BRIX1	0	1	0	0	0	1	1	0	1	0	0	1
1681	Q8TEM1__NUP210	0	0	0	1	0	0	0	0	1	0	1	0
1682	Q8TEQ6__GEMIN5	0	0	0	0	0	0	0	0	0	0	0	0
1683	Q8TEX9_2__IPO4	4	3	0	5	1	4	2	3	4	1	2	3
1684	Q8WUA2__PPIL4	0	0	0	0	0	0	1	1	0	0	0	0
1685	Q8WUH6__C12orf23	1	1	1	0	1	0	0	0	1	1	0	0
1686	Q8WUM4_2__PDCD6IP	5	5	5	4	3	3	6	3	4	4	4	3
1687	Q8WVM8__SCFD1	1	0	0	0	0	0	0	0	2	1	0	0
1688	Q8WW12__PCNP	0	0	0	0	0	0	0	0	0	1	0	0
1689	Q8WXA9_2__SREK1	0	0	0	0	0	0	1	1	0	0	0	0
1690	Q8WXF1__PSPC1	4	1	0	1	2	3	1	1	3	1	2	3
1691	Q8WXI9__GATAD2B	0	0	0	0	1	0	0	0	0	0	0	0
1692	Q8WXX5__DNAJC9	2	1	0	1	1	0	0	0	0	0	0	1
1693	Q8WY21_3__	0	0	0	0	0	0	0	0	0	0	1	0
1694	Q8WZ75__ROBO4	0	0	0	0	0	0	0	0	0	0	0	0
1695	Q92499__DDX1	3	1	3	3	4	3	2	5	4	3	2	1
1696	Q92522__H1FX	0	0	1	0	0	0	0	0	0	0	0	0
1697	Q92597__NDRG1	0	0	2	1	1	0	2	0	0	1	1	2
1698	Q92598__HSPH1	4	1	2	1	2	4	1	0	0	0	1	0
1699	Q92616__GCN1L1	5	3	2	2	7	5	3	7	6	8	4	3
1700	Q92620__DHX38	1	0	0	1	0	1	0	0	1	0	0	0
1701	Q92621__NUP205	0	1	0	1	1	1	0	0	0	0	0	0
1702	Q92688__ANP32B	0	0	0	1	1	2	1	0	1	2	1	1
1703	Q92797__SYMPK	0	2	0	0	0	0	0	0	0	1	0	0
1704	Q92820__GGH	1	1	0	2	2	2	1	1	1	0	0	0
1705	Q92878_2__RAD50	1	0	1	0	1	0	0	0	1	0	0	1
1706	Q92882__OSTF1	0	1	0	0	1	0	0	1	0	0	0	0
1707	Q92900__UPF1	4	2	0	0	0	2	2	1	1	1	2	1
1708	Q92917__GPKOW	0	0	0	0	0	0	1	0	1	0	0	0
1709	Q92922__SMARCC1	1	0	1	1	1	0	0	1	1	2	1	1
1710	Q92945__KHSRP	5	5	4	8	8	5	9	12	7	9	7	9
1711	Q92973__TNPO1	2	1	1	0	2	3	1	2	2	0	0	1
1712	Q92979__EMG1	0	0	0	0	0	0	0	1	1	0	0	0
1713	Q93008__USP9X_USP9Y	1	1	0	0	0	0	0	1	0	0	0	0
1714	Q93009__USP7	0	1	0	3	0	2	1	1	1	2	0	0
1715	Q93034__CUL5	0	1	0	1	1	1	1	1	0	1	1	1
1716	Q969U7__PSMG2	0	1	0	0	0	0	0	0	0	0	1	1
1717	Q96A49__SYAP1	1	0	0	0	0	1	0	0	0	0	0	0
1718	Q96AB3_2__ISOC2	0	0	0	0	1	0	1	1	0	0	0	0
1719	Q96AG4__LRRC59	2	1	1	1	2	2	1	1	0	1	0	2
1720	Q96AY3__FKBP10	1	1	0	2	3	0	0	1	0	2	0	0
1721	Q96B26__EXOSC8	0	1	0	1	0	0	1	0	0	0	1	0
1722	Q96C36__PYCR2	0	0	2	1	2	2	1	1	1	0	1	0
1723	Q96C90__PPP1R14B_LIMK2	0	0	0	0	1	0	2	1	0	0	0	0
1724	Q96CS3__FAF2	0	1	0	0	0	0	1	0	0	0	0	1
1725	Q96CT7__CCDC124	1	0	0	0	0	0	0	0	0	0	0	2
1726	Q96CX2__KCTD12	1	1	1	4	2	1	2	0	1	4	2	1
1727	Q96DG6__CMBL	2	1	1	1	1	1	2	0	2	1	2	0
1728	Q96EK5__KIAA1279	0	0	0	0	1	0	0	1	0	0	0	1
1729	Q96EL3__MRPL53	1	1	0	0	2	2	0	1	4	2	1	1
1730	Q96EY7__PTCD3	0	0	0	0	0	0	0	0	0	0	1	0
1731	Q96FV9__THOC1	0	0	0	0	0	0	0	0	0	0	0	0
1732	Q96G03__PGM2	0	0	0	0	0	1	1	0	0	0	0	0
1733	Q96GD0__PDXP	0	0	0	0	0	0	0	0	1	0	0	0
1734	Q96GQ7__DDX27	0	0	0	2	0	0	1	0	0	0	0	2
1735	Q96HE7__ERO1L	1	1	0	0	0	1	2	0	0	1	0	0
1736	Q96HS1__PGAM5	0	0	0	0	0	1	0	0	0	0	0	1
1737	Q96HY6__DDRGK1	0	0	0	1	0	0	0	0	0	1	1	0
1738	Q96I24__FUBP3	0	1	1	3	1	0	1	1	1	1	1	2
1739	Q96I99__SUCLG2	1	2	0	0	0	2	2	1	1	1	1	1
1740	Q96IX5__USMG5	0	0	0	2	0	1	0	0	1	0	0	0
1741	Q96JM3__CHAMP1	0	1	0	0	0	1	1	0	0	1	0	1
1742	Q96K17__BTF3L4	0	0	1	0	1	0	0	1	0	1	1	1
1743	Q96KN1__FAM84B	0	0	0	0	1	0	0	0	0	0	0	0
1744	Q96KP1__EXOC2	0	0	0	0	0	0	0	0	0	0	0	1
1745	Q96P70__IPO9	0	1	0	1	0	0	1	0	1	0	1	1
1746	Q96PK6__RBM14	1	1	2	2	1	2	2	1	2	3	1	2
1747	Q96PZ0__PUS7	0	0	0	0	0	0	0	1	0	0	0	0
1748	Q96Q11__TRNT1	0	1	0	0	0	1	0	1	1	0	0	0
1749	Q96QK1__VPS35	2	6	2	4	4	4	2	5	4	2	4	4
1750	Q96T37__RBM15	0	0	0	0	0	0	1	1	0	0	0	0
1751	Q96T76_8__MMS19	2	0	0	1	1	1	4	0	1	1	2	1
1752	Q96T88_2__UHRF1	0	1	0	0	0	2	1	0	0	0	0	0
1753	Q99417__MYCBP	1	0	0	1	0	1	0	0	0	0	0	0
1754	Q99459__CDC5L	1	1	0	3	1	3	0	0	2	0	1	1
1755	Q99460__PSMD1	0	1	1	0	3	1	1	2	1	0	1	2
1756	Q99471__PFDN5	3	5	2	4	3	1	2	2	1	2	1	2
1757	Q99497__PARK7	5	4	6	7	8	3	5	9	6	6	9	8
1758	Q99536__VAT1	0	0	0	0	0	1	2	1	1	1	1	0
1759	Q99584__S100A13	1	0	0	1	0	0	0	0	0	0	0	0
1760	Q99614__TTC1	0	0	0	0	0	2	1	0	1	0	0	1
1761	Q99615__DNAJC7	2	0	1	1	1	0	0	1	0	1	1	0
1762	Q99714__HSD17B10	4	4	6	4	8	8	5	5	5	6	7	7
1763	Q99729_3__HNRNPAB	9	3	4	6	6	6	10	8	8	7	4	6
1764	Q99832__CCT7	6	5	3	7	10	5	9	7	4	6	5	3
1765	Q9BPX3__NCAPG	0	2	0	0	0	0	0	0	0	0	0	0
1766	Q9BPX5__ARPC5L	0	0	0	0	0	0	0	0	0	0	0	1
1767	Q9BQ39__DDX50	2	1	0	0	1	0	0	0	0	0	1	0
1768	Q9BQ52__ELAC2	0	1	0	1	2	0	1	0	1	0	1	0
1769	Q9BQ69__MACROD1	0	0	1	1	1	0	0	1	1	1	0	1
1770	Q9BQC3__DPH2	1	0	0	0	0	0	1	0	0	1	0	0
1771	Q9BQG0_2__MYBBP1A	5	2	1	3	3	5	3	3	1	2	4	4
1772	Q9BRP8__WIBG	0	0	0	0	0	0	0	0	0	0	0	0
1773	Q9BS26__ERP44	0	1	1	1	0	0	2	0	0	1	1	0
1774	Q9BSJ8_2__ESYT1	1	0	0	1	0	1	3	2	2	0	1	1
1775	Q9BUF5__TUBB6	0	0	0	0	0	0	0	1	0	0	0	0
1776	Q9BVA1__TUBB2B_TUBB2A	2	2	1	2	0	1	1	2	1	2	1	1
1777	Q9BVC6__TMEM109	1	1	0	0	1	0	0	0	0	0	0	0
1778	Q9BVG4__CXorf26	0	1	0	0	1	2	0	0	0	0	1	0
1779	Q9BVK6__TMED9	0	0	0	0	0	0	0	1	0	0	1	0
1780	Q9BVP2__GNL3	0	0	2	0	1	0	0	1	1	0	1	0
1781	Q9BW71__HIRIP3	0	1	0	0	0	1	0	0	0	0	0	0
1782	Q9BWD1__ACAT2	4	3	2	5	3	4	2	1	3	3	3	1
1783	Q9BWF3__RBM4	1	0	0	0	1	1	0	1	0	1	1	1
